0.5027
17  r    conf  1.0
12  r  15 16 17  conf  0.7849
16  r  15 12 17  conf  0.8007
15  r  16 12 17  conf  0.9763
12  r  15 16  conf  0.785
16  r  15 12  conf  0.8007
15  r  16 12  conf  0.9764
17  r  15 16 18  conf  0.7831
18  r  15 16 17  conf  0.7849
16  r  15 18 17  conf  0.7993
15  r  16 18 17  conf  0.9748
17  r  15 16 18 12  conf  0.7828
12  r  15 16 18 17  conf  0.783
18  r  15 16 12 17  conf  0.7843
16  r  15 18 12 17  conf  0.799
15  r  16 18 12 17  conf  0.9744
12  r  15 16 18  conf  0.7831
18  r  15 16 12  conf  0.7844
16  r  15 18 12  conf  0.7991
15  r  16 18 12  conf  0.9744
18  r  15 16  conf  0.785
16  r  15 18  conf  0.7994
15  r  16 18  conf  0.9749
16  r  15  conf  0.8023
15  r  16  conf  0.9772
17  r  15 31  conf  0.7567
31  r  15 17  conf  0.8022
15  r  31 17  conf  0.9348
17  r  15 31 12  conf  0.7555
12  r  15 31 17  conf  0.7566
31  r  15 12 17  conf  0.8007
15  r  31 12 17  conf  0.9334
12  r  15 31  conf  0.7567
31  r  15 12  conf  0.8007
15  r  31 12  conf  0.9334
17  r  15 31 18  conf  0.7543
18  r  15 31 17  conf  0.7566
31  r  15 18 17  conf  0.7993
15  r  31 18 17  conf  0.9321
17  r  15 31 18 12  conf  0.754
12  r  15 31 18 17  conf  0.7542
18  r  15 31 12 17  conf  0.7554
31  r  15 18 12 17  conf  0.799
15  r  31 18 12 17  conf  0.9317
12  r  15 31 18  conf  0.7543
18  r  15 31 12  conf  0.7555
31  r  15 18 12  conf  0.7991
15  r  31 18 12  conf  0.9317
18  r  15 31  conf  0.7567
31  r  15 18  conf  0.7994
15  r  31 18  conf  0.9322
17  r  15 31 16  conf  0.7439
16  r  15 31 17  conf  0.7566
31  r  15 16 17  conf  0.7849
15  r  31 16 17  conf  0.9177
17  r  15 31 16 12  conf  0.7434
12  r  15 31 16 17  conf  0.7438
16  r  15 31 12 17  conf  0.7554
31  r  15 16 12 17  conf  0.7843
15  r  31 16 12 17  conf  0.9171
12  r  15 31 16  conf  0.7439
16  r  15 31 12  conf  0.7555
31  r  15 16 12  conf  0.7844
15  r  31 16 12  conf  0.9172
17  r  15 31 16 18  conf  0.7422
18  r  15 31 16 17  conf  0.7438
16  r  15 31 18 17  conf  0.7542
31  r  15 16 18 17  conf  0.783
15  r  31 16 18 17  conf  0.9158
17  r  15 31 16 18 12  conf  0.742
12  r  15 31 16 18 17  conf  0.7422
18  r  15 31 16 12 17  conf  0.7434
16  r  15 31 18 12 17  conf  0.754
31  r  15 16 18 12 17  conf  0.7827
15  r  31 16 18 12 17  conf  0.9154
12  r  15 31 16 18  conf  0.7422
18  r  15 31 16 12  conf  0.7434
16  r  15 31 18 12  conf  0.754
31  r  15 16 18 12  conf  0.7828
15  r  31 16 18 12  conf  0.9155
18  r  15 31 16  conf  0.7439
16  r  15 31 18  conf  0.7543
31  r  15 16 18  conf  0.7831
15  r  31 16 18  conf  0.9159
16  r  15 31  conf  0.7567
31  r  15 16  conf  0.785
15  r  31 16  conf  0.9178
31  r  15  conf  0.8023
15  r  31  conf  0.9348
17  r  15 21  conf  0.7147
21  r  15 17  conf  0.8022
15  r  21 17  conf  0.889
17  r  15 21 12  conf  0.7134
12  r  15 21 17  conf  0.7146
21  r  15 12 17  conf  0.8007
15  r  21 12 17  conf  0.8875
12  r  15 21  conf  0.7147
21  r  15 12  conf  0.8007
15  r  21 12  conf  0.8876
17  r  15 21 18  conf  0.7122
18  r  15 21 17  conf  0.7146
21  r  15 18 17  conf  0.7993
15  r  21 18 17  conf  0.8861
17  r  15 21 18 12  conf  0.7119
12  r  15 21 18 17  conf  0.7121
18  r  15 21 12 17  conf  0.7133
21  r  15 18 12 17  conf  0.799
15  r  21 18 12 17  conf  0.8857
12  r  15 21 18  conf  0.7122
18  r  15 21 12  conf  0.7134
21  r  15 18 12  conf  0.7991
15  r  21 18 12  conf  0.8857
18  r  15 21  conf  0.7147
21  r  15 18  conf  0.7994
15  r  21 18  conf  0.8862
16  r  15 21 17  conf  0.7146
21  r  15 16 17  conf  0.7849
15  r  21 16 17  conf  0.8681
16  r  15 21 12 17  conf  0.7133
21  r  15 16 12 17  conf  0.7843
15  r  21 16 12 17  conf  0.8675
16  r  15 21 12  conf  0.7134
21  r  15 16 12  conf  0.7844
15  r  21 16 12  conf  0.8676
16  r  15 21 18 17  conf  0.7121
21  r  15 16 18 17  conf  0.783
15  r  21 16 18 17  conf  0.8661
16  r  15 21 18 12 17  conf  0.7118
21  r  15 16 18 12 17  conf  0.7827
15  r  21 16 18 12 17  conf  0.8657
16  r  15 21 18 12  conf  0.7119
21  r  15 16 18 12  conf  0.7828
15  r  21 16 18 12  conf  0.8658
16  r  15 21 18  conf  0.7122
21  r  15 16 18  conf  0.7831
15  r  21 16 18  conf  0.8662
16  r  15 21  conf  0.7147
21  r  15 16  conf  0.785
15  r  21 16  conf  0.8682
31  r  15 21 17  conf  0.7146
21  r  15 31 17  conf  0.7566
15  r  21 31 17  conf  0.8352
31  r  15 21 12 17  conf  0.7133
21  r  15 31 12 17  conf  0.7554
15  r  21 31 12 17  conf  0.834
31  r  15 21 12  conf  0.7134
21  r  15 31 12  conf  0.7555
15  r  21 31 12  conf  0.834
31  r  15 21 18 17  conf  0.7121
21  r  15 31 18 17  conf  0.7542
15  r  21 31 18 17  conf  0.8328
31  r  15 21 18 12 17  conf  0.7118
21  r  15 31 18 12 17  conf  0.754
15  r  21 31 18 12 17  conf  0.8324
31  r  15 21 18 12  conf  0.7119
21  r  15 31 18 12  conf  0.754
15  r  21 31 18 12  conf  0.8325
31  r  15 21 18  conf  0.7122
21  r  15 31 18  conf  0.7543
15  r  21 31 18  conf  0.8329
21  r  15 31 16 17  conf  0.7438
15  r  21 31 16 17  conf  0.8194
21  r  15 31 16 12 17  conf  0.7434
15  r  21 31 16 12 17  conf  0.8189
21  r  15 31 16 12  conf  0.7434
15  r  21 31 16 12  conf  0.819
21  r  15 31 16 18 17  conf  0.7422
15  r  21 31 16 18 17  conf  0.8177
21  r  15 31 16 18 12 17  conf  0.7419
15  r  21 31 16 18 12 17  conf  0.8174
21  r  15 31 16 18 12  conf  0.742
15  r  21 31 16 18 12  conf  0.8174
21  r  15 31 16 18  conf  0.7422
15  r  21 31 16 18  conf  0.8178
21  r  15 31 16  conf  0.7439
15  r  21 31 16  conf  0.8195
31  r  15 21  conf  0.7147
21  r  15 31  conf  0.7567
15  r  21 31  conf  0.8353
21  r  15  conf  0.8023
15  r  21  conf  0.8891
17  r  15 29  conf  0.7028
29  r  15 17  conf  0.8022
17  r  15 29 12  conf  0.7014
12  r  15 29 17  conf  0.7027
29  r  15 12 17  conf  0.8007
12  r  15 29  conf  0.7028
29  r  15 12  conf  0.8007
17  r  15 29 18  conf  0.7002
18  r  15 29 17  conf  0.7027
29  r  15 18 17  conf  0.7993
12  r  15 29 18 17  conf  0.7001
18  r  15 29 12 17  conf  0.7013
29  r  15 18 12 17  conf  0.799
12  r  15 29 18  conf  0.7002
18  r  15 29 12  conf  0.7014
29  r  15 18 12  conf  0.7991
18  r  15 29  conf  0.7028
29  r  15 18  conf  0.7994
16  r  15 29 17  conf  0.7027
29  r  15 16 17  conf  0.7849
15  r  29 16 17  conf  0.8581
16  r  15 29 12 17  conf  0.7013
29  r  15 16 12 17  conf  0.7843
15  r  29 16 12 17  conf  0.8575
16  r  15 29 12  conf  0.7014
29  r  15 16 12  conf  0.7844
15  r  29 16 12  conf  0.8576
16  r  15 29 18 17  conf  0.7001
29  r  15 16 18 17  conf  0.783
15  r  29 16 18 17  conf  0.856
29  r  15 16 18 12 17  conf  0.7827
15  r  29 16 18 12 17  conf  0.8556
29  r  15 16 18 12  conf  0.7828
15  r  29 16 18 12  conf  0.8557
16  r  15 29 18  conf  0.7002
29  r  15 16 18  conf  0.7831
15  r  29 16 18  conf  0.8561
16  r  15 29  conf  0.7028
29  r  15 16  conf  0.785
15  r  29 16  conf  0.8582
31  r  15 29 17  conf  0.7027
29  r  15 31 17  conf  0.7566
15  r  29 31 17  conf  0.8221
31  r  15 29 12 17  conf  0.7013
29  r  15 31 12 17  conf  0.7554
15  r  29 31 12 17  conf  0.8208
31  r  15 29 12  conf  0.7014
29  r  15 31 12  conf  0.7555
15  r  29 31 12  conf  0.8209
31  r  15 29 18 17  conf  0.7001
29  r  15 31 18 17  conf  0.7542
15  r  29 31 18 17  conf  0.8196
29  r  15 31 18 12 17  conf  0.754
15  r  29 31 18 12 17  conf  0.8192
29  r  15 31 18 12  conf  0.754
15  r  29 31 18 12  conf  0.8193
31  r  15 29 18  conf  0.7002
29  r  15 31 18  conf  0.7543
15  r  29 31 18  conf  0.8197
29  r  15 31 16 17  conf  0.7438
15  r  29 31 16 17  conf  0.806
29  r  15 31 16 12 17  conf  0.7434
15  r  29 31 16 12 17  conf  0.8055
29  r  15 31 16 12  conf  0.7434
15  r  29 31 16 12  conf  0.8056
29  r  15 31 16 18 17  conf  0.7422
15  r  29 31 16 18 17  conf  0.8042
29  r  15 31 16 18 12 17  conf  0.7419
15  r  29 31 16 18 12 17  conf  0.8039
29  r  15 31 16 18 12  conf  0.742
15  r  29 31 16 18 12  conf  0.804
29  r  15 31 16 18  conf  0.7422
15  r  29 31 16 18  conf  0.8043
29  r  15 31 16  conf  0.7439
15  r  29 31 16  conf  0.8061
31  r  15 29  conf  0.7028
29  r  15 31  conf  0.7567
15  r  29 31  conf  0.8221
21  r  15 29 17  conf  0.7027
29  r  15 21 17  conf  0.7146
15  r  29 21 17  conf  0.7897
21  r  15 29 12 17  conf  0.7013
29  r  15 21 12 17  conf  0.7133
15  r  29 21 12 17  conf  0.7883
21  r  15 29 12  conf  0.7014
29  r  15 21 12  conf  0.7134
15  r  29 21 12  conf  0.7884
21  r  15 29 18 17  conf  0.7001
29  r  15 21 18 17  conf  0.7121
15  r  29 21 18 17  conf  0.787
29  r  15 21 18 12 17  conf  0.7118
15  r  29 21 18 12 17  conf  0.7866
29  r  15 21 18 12  conf  0.7119
15  r  29 21 18 12  conf  0.7867
21  r  15 29 18  conf  0.7002
29  r  15 21 18  conf  0.7122
15  r  29 21 18  conf  0.7871
15  r  29 21 16 17  conf  0.7702
15  r  29 21 16 12 17  conf  0.7696
15  r  29 21 16 12  conf  0.7697
15  r  29 21 16 18 17  conf  0.7683
15  r  29 21 16 18 12 17  conf  0.7679
15  r  29 21 16 18 12  conf  0.768
15  r  29 21 16 18  conf  0.7684
15  r  29 21 16  conf  0.7703
15  r  29 21 31 17  conf  0.7419
15  r  29 21 31 12 17  conf  0.7408
15  r  29 21 31 12  conf  0.7408
15  r  29 21 31 18 17  conf  0.7397
15  r  29 21 31 18 12 17  conf  0.7393
15  r  29 21 31 18 12  conf  0.7394
15  r  29 21 31 18  conf  0.7397
15  r  29 21 31 16 17  conf  0.727
15  r  29 21 31 16 12 17  conf  0.7265
15  r  29 21 31 16 12  conf  0.7266
15  r  29 21 31 16 18 17  conf  0.7254
15  r  29 21 31 16 18 12 17  conf  0.725
15  r  29 21 31 16 18 12  conf  0.7251
15  r  29 21 31 16 18  conf  0.7254
15  r  29 21 31 16  conf  0.727
15  r  29 21 31  conf  0.742
21  r  15 29  conf  0.7028
29  r  15 21  conf  0.7147
15  r  29 21  conf  0.7898
29  r  15  conf  0.8023
43  r  15 17  conf  0.8022
15  r  43 17  conf  0.8565
43  r  15 12 17  conf  0.8007
15  r  43 12 17  conf  0.855
43  r  15 12  conf  0.8007
15  r  43 12  conf  0.8551
43  r  15 18 17  conf  0.7993
15  r  43 18 17  conf  0.8538
43  r  15 18 12 17  conf  0.799
15  r  43 18 12 17  conf  0.8534
43  r  15 18 12  conf  0.7991
15  r  43 18 12  conf  0.8535
43  r  15 18  conf  0.7994
15  r  43 18  conf  0.8539
43  r  15 16 17  conf  0.7849
15  r  43 16 17  conf  0.8383
43  r  15 16 12 17  conf  0.7843
15  r  43 16 12 17  conf  0.8377
43  r  15 16 12  conf  0.7844
15  r  43 16 12  conf  0.8378
43  r  15 16 18 17  conf  0.783
15  r  43 16 18 17  conf  0.8365
43  r  15 16 18 12 17  conf  0.7827
15  r  43 16 18 12 17  conf  0.8361
43  r  15 16 18 12  conf  0.7828
15  r  43 16 18 12  conf  0.8362
43  r  15 16 18  conf  0.7831
15  r  43 16 18  conf  0.8366
43  r  15 16  conf  0.785
15  r  43 16  conf  0.8384
43  r  15 31 17  conf  0.7566
15  r  43 31 17  conf  0.8028
43  r  15 31 12 17  conf  0.7554
15  r  43 31 12 17  conf  0.8016
43  r  15 31 12  conf  0.7555
15  r  43 31 12  conf  0.8017
43  r  15 31 18 17  conf  0.7542
15  r  43 31 18 17  conf  0.8006
43  r  15 31 18 12 17  conf  0.754
15  r  43 31 18 12 17  conf  0.8002
43  r  15 31 18 12  conf  0.754
15  r  43 31 18 12  conf  0.8003
43  r  15 31 18  conf  0.7543
15  r  43 31 18  conf  0.8006
43  r  15 31 16 17  conf  0.7438
15  r  43 31 16 17  conf  0.7891
43  r  15 31 16 12 17  conf  0.7434
15  r  43 31 16 12 17  conf  0.7886
43  r  15 31 16 12  conf  0.7434
15  r  43 31 16 12  conf  0.7887
43  r  15 31 16 18 17  conf  0.7422
15  r  43 31 16 18 17  conf  0.7875
43  r  15 31 16 18 12 17  conf  0.7419
15  r  43 31 16 18 12 17  conf  0.7872
43  r  15 31 16 18 12  conf  0.742
15  r  43 31 16 18 12  conf  0.7873
43  r  15 31 16 18  conf  0.7422
15  r  43 31 16 18  conf  0.7876
43  r  15 31 16  conf  0.7439
15  r  43 31 16  conf  0.7892
43  r  15 31  conf  0.7567
15  r  43 31  conf  0.8029
43  r  15 21 17  conf  0.7146
15  r  43 21 17  conf  0.7595
43  r  15 21 12 17  conf  0.7133
15  r  43 21 12 17  conf  0.7582
43  r  15 21 12  conf  0.7134
15  r  43 21 12  conf  0.7583
43  r  15 21 18 17  conf  0.7121
15  r  43 21 18 17  conf  0.7572
43  r  15 21 18 12 17  conf  0.7118
15  r  43 21 18 12 17  conf  0.7567
43  r  15 21 18 12  conf  0.7119
15  r  43 21 18 12  conf  0.7568
43  r  15 21 18  conf  0.7122
15  r  43 21 18  conf  0.7572
15  r  43 21 16 17  conf  0.7429
15  r  43 21 16 12 17  conf  0.7423
15  r  43 21 16 12  conf  0.7424
15  r  43 21 16 18 17  conf  0.7412
15  r  43 21 16 18 12 17  conf  0.7409
15  r  43 21 16 18 12  conf  0.7409
15  r  43 21 16 18  conf  0.7413
15  r  43 21 16  conf  0.743
15  r  43 21 31 17  conf  0.7155
15  r  43 21 31 12 17  conf  0.7144
15  r  43 21 31 12  conf  0.7145
15  r  43 21 31 18 17  conf  0.7135
15  r  43 21 31 18 12 17  conf  0.7132
15  r  43 21 31 18 12  conf  0.7132
15  r  43 21 31 18  conf  0.7136
15  r  43 21 31 16 17  conf  0.7028
15  r  43 21 31 16 12 17  conf  0.7023
15  r  43 21 31 16 12  conf  0.7024
15  r  43 21 31 16 18 17  conf  0.7014
15  r  43 21 31 16 18 12 17  conf  0.7011
15  r  43 21 31 16 18 12  conf  0.7011
15  r  43 21 31 16 18  conf  0.7015
15  r  43 21 31 16  conf  0.7029
15  r  43 21 31  conf  0.7156
43  r  15 21  conf  0.7147
15  r  43 21  conf  0.7596
43  r  15 29 17  conf  0.7027
43  r  15 29 12 17  conf  0.7013
43  r  15 29 12  conf  0.7014
43  r  15 29 18 17  conf  0.7001
43  r  15 29 18  conf  0.7002
15  r  43 29 31 17  conf  0.7057
15  r  43 29 31 12 17  conf  0.7047
15  r  43 29 31 12  conf  0.7048
15  r  43 29 31 18 17  conf  0.7037
15  r  43 29 31 18 12 17  conf  0.7034
15  r  43 29 31 18 12  conf  0.7034
15  r  43 29 31 18  conf  0.7038
15  r  43 29 31  conf  0.7058
43  r  15 29  conf  0.7028
43  r  15  conf  0.8023
15  r  43  conf  0.8566
27  r  15 17  conf  0.8022
15  r  27 17  conf  0.8349
27  r  15 12 17  conf  0.8007
15  r  27 12 17  conf  0.8335
27  r  15 12  conf  0.8007
15  r  27 12  conf  0.8336
27  r  15 18 17  conf  0.7993
15  r  27 18 17  conf  0.8324
27  r  15 18 12 17  conf  0.799
15  r  27 18 12 17  conf  0.832
27  r  15 18 12  conf  0.7991
15  r  27 18 12  conf  0.8321
27  r  15 18  conf  0.7994
15  r  27 18  conf  0.8325
27  r  15 16 17  conf  0.7849
15  r  27 16 17  conf  0.817
27  r  15 16 12 17  conf  0.7843
15  r  27 16 12 17  conf  0.8165
27  r  15 16 12  conf  0.7844
15  r  27 16 12  conf  0.8166
27  r  15 16 18 17  conf  0.783
15  r  27 16 18 17  conf  0.8153
27  r  15 16 18 12 17  conf  0.7827
15  r  27 16 18 12 17  conf  0.815
27  r  15 16 18 12  conf  0.7828
15  r  27 16 18 12  conf  0.815
27  r  15 16 18  conf  0.7831
15  r  27 16 18  conf  0.8154
27  r  15 16  conf  0.785
15  r  27 16  conf  0.8171
27  r  15 31 17  conf  0.7566
15  r  27 31 17  conf  0.7837
27  r  15 31 12 17  conf  0.7554
15  r  27 31 12 17  conf  0.7826
27  r  15 31 12  conf  0.7555
15  r  27 31 12  conf  0.7827
27  r  15 31 18 17  conf  0.7542
15  r  27 31 18 17  conf  0.7816
27  r  15 31 18 12 17  conf  0.754
15  r  27 31 18 12 17  conf  0.7813
27  r  15 31 18 12  conf  0.754
15  r  27 31 18 12  conf  0.7814
27  r  15 31 18  conf  0.7543
15  r  27 31 18  conf  0.7817
27  r  15 31 16 17  conf  0.7438
15  r  27 31 16 17  conf  0.7705
27  r  15 31 16 12 17  conf  0.7434
15  r  27 31 16 12 17  conf  0.77
27  r  15 31 16 12  conf  0.7434
15  r  27 31 16 12  conf  0.7701
27  r  15 31 16 18 17  conf  0.7422
15  r  27 31 16 18 17  conf  0.7691
27  r  15 31 16 18 12 17  conf  0.7419
15  r  27 31 16 18 12 17  conf  0.7688
27  r  15 31 16 18 12  conf  0.742
15  r  27 31 16 18 12  conf  0.7688
27  r  15 31 16 18  conf  0.7422
15  r  27 31 16 18  conf  0.7691
27  r  15 31 16  conf  0.7439
15  r  27 31 16  conf  0.7705
27  r  15 31  conf  0.7567
15  r  27 31  conf  0.7838
27  r  15 21 17  conf  0.7146
15  r  27 21 17  conf  0.8008
27  r  15 21 12 17  conf  0.7133
15  r  27 21 12 17  conf  0.7995
27  r  15 21 12  conf  0.7134
15  r  27 21 12  conf  0.7996
27  r  15 21 18 17  conf  0.7121
15  r  27 21 18 17  conf  0.7984
27  r  15 21 18 12 17  conf  0.7118
15  r  27 21 18 12 17  conf  0.798
27  r  15 21 18 12  conf  0.7119
15  r  27 21 18 12  conf  0.7981
27  r  15 21 18  conf  0.7122
15  r  27 21 18  conf  0.7984
15  r  27 21 16 17  conf  0.7837
15  r  27 21 16 12 17  conf  0.7832
15  r  27 21 16 12  conf  0.7833
15  r  27 21 16 18 17  conf  0.782
15  r  27 21 16 18 12 17  conf  0.7817
15  r  27 21 16 18 12  conf  0.7818
15  r  27 21 16 18  conf  0.7821
15  r  27 21 16  conf  0.7838
15  r  27 21 31 17  conf  0.7535
15  r  27 21 31 12 17  conf  0.7524
15  r  27 21 31 12  conf  0.7524
15  r  27 21 31 18 17  conf  0.7514
15  r  27 21 31 18 12 17  conf  0.7511
15  r  27 21 31 18 12  conf  0.7512
15  r  27 21 31 18  conf  0.7515
15  r  27 21 31 16 17  conf  0.7407
15  r  27 21 31 16 12 17  conf  0.7402
15  r  27 21 31 16 12  conf  0.7403
15  r  27 21 31 16 18 17  conf  0.7393
15  r  27 21 31 16 18 12 17  conf  0.739
15  r  27 21 31 16 18 12  conf  0.7391
15  r  27 21 31 16 18  conf  0.7394
15  r  27 21 31 16  conf  0.7407
15  r  27 21 31  conf  0.7535
27  r  15 21  conf  0.7147
15  r  27 21  conf  0.8009
27  r  15 29 17  conf  0.7027
15  r  27 29 17  conf  0.7339
27  r  15 29 12 17  conf  0.7013
15  r  27 29 12 17  conf  0.7327
27  r  15 29 12  conf  0.7014
15  r  27 29 12  conf  0.7328
27  r  15 29 18 17  conf  0.7001
15  r  27 29 18 17  conf  0.7316
15  r  27 29 18 12 17  conf  0.7313
15  r  27 29 18 12  conf  0.7314
27  r  15 29 18  conf  0.7002
15  r  27 29 18  conf  0.7317
15  r  27 29 16 17  conf  0.7174
15  r  27 29 16 12 17  conf  0.717
15  r  27 29 16 12  conf  0.717
15  r  27 29 16 18 17  conf  0.7158
15  r  27 29 16 18 12 17  conf  0.7155
15  r  27 29 16 18 12  conf  0.7156
15  r  27 29 16 18  conf  0.7159
15  r  27 29 16  conf  0.7175
15  r  27 29 21 17  conf  0.7062
15  r  27 29 21 12 17  conf  0.7051
15  r  27 29 21 12  conf  0.7052
15  r  27 29 21 18 17  conf  0.704
15  r  27 29 21 18 12 17  conf  0.7037
15  r  27 29 21 18 12  conf  0.7038
15  r  27 29 21 18  conf  0.7041
15  r  27 29 21  conf  0.7063
27  r  15 29  conf  0.7028
15  r  27 29  conf  0.734
15  r  27 43 17  conf  0.7147
15  r  27 43 12 17  conf  0.7136
15  r  27 43 12  conf  0.7137
15  r  27 43 18 17  conf  0.7126
15  r  27 43 18 12 17  conf  0.7123
15  r  27 43 18 12  conf  0.7124
15  r  27 43 18  conf  0.7127
15  r  27 43 16 17  conf  0.7007
15  r  27 43 16 12 17  conf  0.7002
15  r  27 43 16 12  conf  0.7003
15  r  27 43 16  conf  0.7007
15  r  27 43  conf  0.7148
27  r  15  conf  0.8023
15  r  27  conf  0.835
24  r  15 17  conf  0.8022
24  r  15 12 17  conf  0.8007
24  r  15 12  conf  0.8007
24  r  15 18 17  conf  0.7993
24  r  15 18 12 17  conf  0.799
24  r  15 18 12  conf  0.7991
24  r  15 18  conf  0.7994
24  r  15 16 17  conf  0.7849
24  r  15 16 12 17  conf  0.7843
24  r  15 16 12  conf  0.7844
24  r  15 16 18 17  conf  0.783
24  r  15 16 18 12 17  conf  0.7827
24  r  15 16 18 12  conf  0.7828
24  r  15 16 18  conf  0.7831
24  r  15 16  conf  0.785
24  r  15 31 17  conf  0.7566
15  r  24 31 17  conf  0.7558
24  r  15 31 12 17  conf  0.7554
15  r  24 31 12 17  conf  0.7547
24  r  15 31 12  conf  0.7555
15  r  24 31 12  conf  0.7547
24  r  15 31 18 17  conf  0.7542
15  r  24 31 18 17  conf  0.7536
24  r  15 31 18 12 17  conf  0.754
15  r  24 31 18 12 17  conf  0.7532
24  r  15 31 18 12  conf  0.754
15  r  24 31 18 12  conf  0.7533
24  r  15 31 18  conf  0.7543
15  r  24 31 18  conf  0.7536
24  r  15 31 16 17  conf  0.7438
15  r  24 31 16 17  conf  0.7418
24  r  15 31 16 12 17  conf  0.7434
15  r  24 31 16 12 17  conf  0.7413
24  r  15 31 16 12  conf  0.7434
15  r  24 31 16 12  conf  0.7414
24  r  15 31 16 18 17  conf  0.7422
15  r  24 31 16 18 17  conf  0.7402
24  r  15 31 16 18 12 17  conf  0.7419
15  r  24 31 16 18 12 17  conf  0.7399
24  r  15 31 16 18 12  conf  0.742
15  r  24 31 16 18 12  conf  0.7399
24  r  15 31 16 18  conf  0.7422
15  r  24 31 16 18  conf  0.7403
24  r  15 31 16  conf  0.7439
15  r  24 31 16  conf  0.7418
24  r  15 31  conf  0.7567
15  r  24 31  conf  0.7558
24  r  15 29 17  conf  0.7027
24  r  15 29 12 17  conf  0.7013
24  r  15 29 12  conf  0.7014
24  r  15 29 18 17  conf  0.7001
24  r  15 29 18  conf  0.7002
24  r  15 29  conf  0.7028
24  r  15  conf  0.8023
15  r    conf  1.0
17  r  28  conf  0.7954
17  r  28 12  conf  0.7942
12  r  28 17  conf  0.7953
12  r  28  conf  0.7954
17  r  28 18  conf  0.7926
18  r  28 17  conf  0.7953
17  r  28 18 12  conf  0.7923
12  r  28 18 17  conf  0.7925
18  r  28 12 17  conf  0.7941
12  r  28 18  conf  0.7926
18  r  28 12  conf  0.7942
18  r  28  conf  0.7954
17  r  28 16  conf  0.7739
16  r  28 17  conf  0.7953
17  r  28 16 12  conf  0.7735
12  r  28 16 17  conf  0.7739
16  r  28 12 17  conf  0.7941
12  r  28 16  conf  0.7739
16  r  28 12  conf  0.7942
17  r  28 16 18  conf  0.7719
18  r  28 16 17  conf  0.7739
16  r  28 18 17  conf  0.7925
17  r  28 16 18 12  conf  0.7716
12  r  28 16 18 17  conf  0.7718
18  r  28 16 12 17  conf  0.7734
16  r  28 18 12 17  conf  0.7922
12  r  28 16 18  conf  0.7719
18  r  28 16 12  conf  0.7735
16  r  28 18 12  conf  0.7923
18  r  28 16  conf  0.7739
16  r  28 18  conf  0.7926
16  r  28  conf  0.7954
17  r  28 31  conf  0.7545
31  r  28 17  conf  0.7953
28  r  31 17  conf  0.9348
17  r  28 31 12  conf  0.7535
12  r  28 31 17  conf  0.7544
31  r  28 12 17  conf  0.7941
28  r  31 12 17  conf  0.9334
12  r  28 31  conf  0.7545
31  r  28 12  conf  0.7942
28  r  31 12  conf  0.9334
17  r  28 31 18  conf  0.7521
18  r  28 31 17  conf  0.7544
31  r  28 18 17  conf  0.7925
28  r  31 18 17  conf  0.9321
17  r  28 31 18 12  conf  0.7519
12  r  28 31 18 17  conf  0.7521
18  r  28 31 12 17  conf  0.7534
31  r  28 18 12 17  conf  0.7922
28  r  31 18 12 17  conf  0.9317
12  r  28 31 18  conf  0.7521
18  r  28 31 12  conf  0.7535
31  r  28 18 12  conf  0.7923
28  r  31 18 12  conf  0.9317
18  r  28 31  conf  0.7545
31  r  28 18  conf  0.7926
28  r  31 18  conf  0.9322
17  r  28 31 16  conf  0.7385
16  r  28 31 17  conf  0.7544
31  r  28 16 17  conf  0.7739
28  r  31 16 17  conf  0.9177
17  r  28 31 16 12  conf  0.7381
12  r  28 31 16 17  conf  0.7384
16  r  28 31 12 17  conf  0.7534
31  r  28 16 12 17  conf  0.7734
28  r  31 16 12 17  conf  0.9171
12  r  28 31 16  conf  0.7385
16  r  28 31 12  conf  0.7535
31  r  28 16 12  conf  0.7735
28  r  31 16 12  conf  0.9172
17  r  28 31 16 18  conf  0.7368
18  r  28 31 16 17  conf  0.7384
16  r  28 31 18 17  conf  0.7521
31  r  28 16 18 17  conf  0.7718
28  r  31 16 18 17  conf  0.9158
17  r  28 31 16 18 12  conf  0.7365
12  r  28 31 16 18 17  conf  0.7367
18  r  28 31 16 12 17  conf  0.738
16  r  28 31 18 12 17  conf  0.7518
31  r  28 16 18 12 17  conf  0.7715
28  r  31 16 18 12 17  conf  0.9154
12  r  28 31 16 18  conf  0.7368
18  r  28 31 16 12  conf  0.7381
16  r  28 31 18 12  conf  0.7519
31  r  28 16 18 12  conf  0.7716
28  r  31 16 18 12  conf  0.9155
18  r  28 31 16  conf  0.7385
16  r  28 31 18  conf  0.7521
31  r  28 16 18  conf  0.7719
28  r  31 16 18  conf  0.9159
16  r  28 31  conf  0.7545
31  r  28 16  conf  0.7739
28  r  31 16  conf  0.9178
31  r  28  conf  0.7954
28  r  31  conf  0.9348
21  r  28 17  conf  0.7953
21  r  28 12 17  conf  0.7941
21  r  28 12  conf  0.7942
21  r  28 18 17  conf  0.7925
21  r  28 18 12 17  conf  0.7922
21  r  28 18 12  conf  0.7923
21  r  28 18  conf  0.7926
21  r  28 16 17  conf  0.7739
21  r  28 16 12 17  conf  0.7734
21  r  28 16 12  conf  0.7735
21  r  28 16 18 17  conf  0.7718
21  r  28 16 18 12 17  conf  0.7715
21  r  28 16 18 12  conf  0.7716
21  r  28 16 18  conf  0.7719
21  r  28 16  conf  0.7739
21  r  28 31 17  conf  0.7544
21  r  28 31 12 17  conf  0.7534
