0.7009
17  r    conf  1.0
31  r  14 25 15 18 12 17  conf  0.5403
15  r  14 25 31 18 12 17  conf  0.5218
25  r  14 15 31 18 12 17  conf  0.5626
14  r  25 15 31 18 12 17  conf  0.5743
12  r  14 25 15 31 18  conf  0.5069
18  r  14 25 15 31 12  conf  0.507
31  r  14 25 15 18 12  conf  0.5403
15  r  14 25 31 18 12  conf  0.5218
25  r  14 15 31 18 12  conf  0.5626
14  r  25 15 31 18 12  conf  0.5743
18  r  14 25 15 31  conf  0.5073
31  r  14 25 15 18  conf  0.5404
15  r  14 25 31 18  conf  0.522
25  r  14 15 31 18  conf  0.5627
14  r  25 15 31 18  conf  0.5745
17  r  14 25 15 31 16  conf  0.5058
16  r  14 25 15 31 17  conf  0.5073
31  r  14 25 15 16 17  conf  0.5392
15  r  14 25 31 16 17  conf  0.5207
25  r  14 15 31 16 17  conf  0.5611
14  r  25 15 31 16 17  conf  0.5655
17  r  14 25 15 31 16 12  conf  0.5055
12  r  14 25 15 31 16 17  conf  0.5057
16  r  14 25 15 31 12 17  conf  0.507
31  r  14 25 15 16 12 17  conf  0.5389
15  r  14 25 31 16 12 17  conf  0.5204
25  r  14 15 31 16 12 17  conf  0.5608
14  r  25 15 31 16 12 17  conf  0.5651
12  r  14 25 15 31 16  conf  0.5058
16  r  14 25 15 31 12  conf  0.507
31  r  14 25 15 16 12  conf  0.5389
15  r  14 25 31 16 12  conf  0.5205
25  r  14 15 31 16 12  conf  0.5608
14  r  25 15 31 16 12  conf  0.5652
17  r  14 25 15 31 16 18  conf  0.5054
18  r  14 25 15 31 16 17  conf  0.5057
16  r  14 25 15 31 18 17  conf  0.5069
31  r  14 25 15 16 18 17  conf  0.5388
15  r  14 25 31 16 18 17  conf  0.5204
25  r  14 15 31 16 18 17  conf  0.5606
14  r  25 15 31 16 18 17  conf  0.5641
17  r  14 25 15 31 16 18 12  conf  0.5053
12  r  14 25 15 31 16 18 17  conf  0.5054
18  r  14 25 15 31 16 12 17  conf  0.5055
16  r  14 25 15 31 18 12 17  conf  0.5068
31  r  14 25 15 16 18 12 17  conf  0.5387
15  r  14 25 31 16 18 12 17  conf  0.5203
25  r  14 15 31 16 18 12 17  conf  0.5606
14  r  25 15 31 16 18 12 17  conf  0.5639
12  r  14 25 15 31 16 18  conf  0.5054
18  r  14 25 15 31 16 12  conf  0.5055
16  r  14 25 15 31 18 12  conf  0.5068
31  r  14 25 15 16 18 12  conf  0.5387
15  r  14 25 31 16 18 12  conf  0.5203
25  r  14 15 31 16 18 12  conf  0.5606
14  r  25 15 31 16 18 12  conf  0.5639
18  r  14 25 15 31 16  conf  0.5058
16  r  14 25 15 31 18  conf  0.5069
31  r  14 25 15 16 18  conf  0.5388
15  r  14 25 31 16 18  conf  0.5204
25  r  14 15 31 16 18  conf  0.5607
14  r  25 15 31 16 18  conf  0.5641
16  r  14 25 15 31  conf  0.5073
31  r  14 25 15 16  conf  0.5392
15  r  14 25 31 16  conf  0.5208
25  r  14 15 31 16  conf  0.5611
14  r  25 15 31 16  conf  0.5656
31  r  14 25 15  conf  0.5409
15  r  14 25 31  conf  0.5224
25  r  14 15 31  conf  0.5632
14  r  25 15 31  conf  0.5768
21  r  14 25 15 17  conf  0.5409
25  r  14 15 21 17  conf  0.5284
14  r  25 15 21 17  conf  0.5349
21  r  14 25 15 12 17  conf  0.5405
25  r  14 15 21 12 17  conf  0.528
14  r  25 15 21 12 17  conf  0.5336
21  r  14 25 15 12  conf  0.5405
25  r  14 15 21 12  conf  0.528
14  r  25 15 21 12  conf  0.5337
21  r  14 25 15 18 17  conf  0.5404
25  r  14 15 21 18 17  conf  0.5279
14  r  25 15 21 18 17  conf  0.5325
21  r  14 25 15 18 12 17  conf  0.5403
25  r  14 15 21 18 12 17  conf  0.5278
14  r  25 15 21 18 12 17  conf  0.5323
21  r  14 25 15 18 12  conf  0.5403
25  r  14 15 21 18 12  conf  0.5278
14  r  25 15 21 18 12  conf  0.5324
21  r  14 25 15 18  conf  0.5404
25  r  14 15 21 18  conf  0.5279
14  r  25 15 21 18  conf  0.5326
21  r  14 25 15 16 17  conf  0.5392
25  r  14 15 21 16 17  conf  0.5261
14  r  25 15 21 16 17  conf  0.5213
21  r  14 25 15 16 12 17  conf  0.5389
25  r  14 15 21 16 12 17  conf  0.5258
14  r  25 15 21 16 12 17  conf  0.5209
21  r  14 25 15 16 12  conf  0.5389
25  r  14 15 21 16 12  conf  0.5258
14  r  25 15 21 16 12  conf  0.5209
21  r  14 25 15 16 18 17  conf  0.5388
25  r  14 15 21 16 18 17  conf  0.5256
14  r  25 15 21 16 18 17  conf  0.5198
21  r  14 25 15 16 18 12 17  conf  0.5387
25  r  14 15 21 16 18 12 17  conf  0.5255
14  r  25 15 21 16 18 12 17  conf  0.5196
21  r  14 25 15 16 18 12  conf  0.5387
25  r  14 15 21 16 18 12  conf  0.5256
14  r  25 15 21 16 18 12  conf  0.5196
21  r  14 25 15 16 18  conf  0.5388
25  r  14 15 21 16 18  conf  0.5257
14  r  25 15 21 16 18  conf  0.5199
21  r  14 25 15 16  conf  0.5392
25  r  14 15 21 16  conf  0.5261
14  r  25 15 21 16  conf  0.5214
21  r  14 25 15 31 17  conf  0.5073
14  r  25 15 21 31 17  conf  0.5035
21  r  14 25 15 31 12 17  conf  0.507
14  r  25 15 21 31 12 17  conf  0.5025
21  r  14 25 15 31 12  conf  0.507
14  r  25 15 21 31 12  conf  0.5025
21  r  14 25 15 31 18 17  conf  0.5069
14  r  25 15 21 31 18 17  conf  0.5015
21  r  14 25 15 31 18 12 17  conf  0.5068
14  r  25 15 21 31 18 12 17  conf  0.5013
21  r  14 25 15 31 18 12  conf  0.5068
14  r  25 15 21 31 18 12  conf  0.5014
21  r  14 25 15 31 18  conf  0.5069
14  r  25 15 21 31 18  conf  0.5016
21  r  14 25 15 31 16 17  conf  0.5057
21  r  14 25 15 31 16 12 17  conf  0.5055
21  r  14 25 15 31 16 12  conf  0.5055
21  r  14 25 15 31 16 18 17  conf  0.5054
21  r  14 25 15 31 16 18 12 17  conf  0.5053
21  r  14 25 15 31 16 18 12  conf  0.5053
21  r  14 25 15 31 16 18  conf  0.5054
21  r  14 25 15 31 16  conf  0.5058
21  r  14 25 15 31  conf  0.5073
14  r  25 15 21 31  conf  0.5036
21  r  14 25 15  conf  0.5409
25  r  14 15 21  conf  0.5284
14  r  25 15 21  conf  0.5349
29  r  14 25 15 17  conf  0.5409
25  r  14 15 29 17  conf  0.5208
14  r  25 15 29 17  conf  0.5317
29  r  14 25 15 12 17  conf  0.5405
25  r  14 15 29 12 17  conf  0.5204
14  r  25 15 29 12 17  conf  0.5304
29  r  14 25 15 12  conf  0.5405
25  r  14 15 29 12  conf  0.5205
14  r  25 15 29 12  conf  0.5305
29  r  14 25 15 18 17  conf  0.5404
25  r  14 15 29 18 17  conf  0.5203
14  r  25 15 29 18 17  conf  0.5293
29  r  14 25 15 18 12 17  conf  0.5403
25  r  14 15 29 18 12 17  conf  0.5202
14  r  25 15 29 18 12 17  conf  0.529
29  r  14 25 15 18 12  conf  0.5403
25  r  14 15 29 18 12  conf  0.5202
14  r  25 15 29 18 12  conf  0.5291
29  r  14 25 15 18  conf  0.5404
25  r  14 15 29 18  conf  0.5203
14  r  25 15 29 18  conf  0.5294
29  r  14 25 15 16 17  conf  0.5392
25  r  14 15 29 16 17  conf  0.5185
14  r  25 15 29 16 17  conf  0.5177
29  r  14 25 15 16 12 17  conf  0.5389
25  r  14 15 29 16 12 17  conf  0.5182
14  r  25 15 29 16 12 17  conf  0.5172
29  r  14 25 15 16 12  conf  0.5389
25  r  14 15 29 16 12  conf  0.5182
14  r  25 15 29 16 12  conf  0.5173
29  r  14 25 15 16 18 17  conf  0.5388
25  r  14 15 29 16 18 17  conf  0.518
14  r  25 15 29 16 18 17  conf  0.5161
29  r  14 25 15 16 18 12 17  conf  0.5387
25  r  14 15 29 16 18 12 17  conf  0.5179
14  r  25 15 29 16 18 12 17  conf  0.5159
29  r  14 25 15 16 18 12  conf  0.5387
25  r  14 15 29 16 18 12  conf  0.518
14  r  25 15 29 16 18 12  conf  0.5159
29  r  14 25 15 16 18  conf  0.5388
25  r  14 15 29 16 18  conf  0.518
14  r  25 15 29 16 18  conf  0.5162
29  r  14 25 15 16  conf  0.5392
25  r  14 15 29 16  conf  0.5185
14  r  25 15 29 16  conf  0.5178
29  r  14 25 15 31 17  conf  0.5073
29  r  14 25 15 31 12 17  conf  0.507
29  r  14 25 15 31 12  conf  0.507
29  r  14 25 15 31 18 17  conf  0.5069
29  r  14 25 15 31 18 12 17  conf  0.5068
29  r  14 25 15 31 18 12  conf  0.5068
29  r  14 25 15 31 18  conf  0.5069
29  r  14 25 15 31 16 17  conf  0.5057
29  r  14 25 15 31 16 12 17  conf  0.5055
29  r  14 25 15 31 16 12  conf  0.5055
29  r  14 25 15 31 16 18 17  conf  0.5054
29  r  14 25 15 31 16 18 12 17  conf  0.5053
29  r  14 25 15 31 16 18 12  conf  0.5053
29  r  14 25 15 31 16 18  conf  0.5054
29  r  14 25 15 31 16  conf  0.5058
29  r  14 25 15 31  conf  0.5073
29  r  14 25 15  conf  0.5409
25  r  14 15 29  conf  0.5208
14  r  25 15 29  conf  0.5318
43  r  14 25 15 17  conf  0.5409
25  r  14 15 43 17  conf  0.5186
14  r  25 15 43 17  conf  0.535
43  r  14 25 15 12 17  conf  0.5405
25  r  14 15 43 12 17  conf  0.5183
14  r  25 15 43 12 17  conf  0.5337
43  r  14 25 15 12  conf  0.5405
25  r  14 15 43 12  conf  0.5183
14  r  25 15 43 12  conf  0.5338
43  r  14 25 15 18 17  conf  0.5404
25  r  14 15 43 18 17  conf  0.5181
14  r  25 15 43 18 17  conf  0.5328
43  r  14 25 15 18 12 17  conf  0.5403
25  r  14 15 43 18 12 17  conf  0.518
14  r  25 15 43 18 12 17  conf  0.5325
43  r  14 25 15 18 12  conf  0.5403
25  r  14 15 43 18 12  conf  0.5181
14  r  25 15 43 18 12  conf  0.5326
43  r  14 25 15 18  conf  0.5404
25  r  14 15 43 18  conf  0.5182
14  r  25 15 43 18  conf  0.5328
43  r  14 25 15 16 17  conf  0.5392
25  r  14 15 43 16 17  conf  0.5167
14  r  25 15 43 16 17  conf  0.5226
43  r  14 25 15 16 12 17  conf  0.5389
25  r  14 15 43 16 12 17  conf  0.5164
14  r  25 15 43 16 12 17  conf  0.5222
43  r  14 25 15 16 12  conf  0.5389
25  r  14 15 43 16 12  conf  0.5164
14  r  25 15 43 16 12  conf  0.5222
43  r  14 25 15 16 18 17  conf  0.5388
25  r  14 15 43 16 18 17  conf  0.5162
14  r  25 15 43 16 18 17  conf  0.5212
43  r  14 25 15 16 18 12 17  conf  0.5387
25  r  14 15 43 16 18 12 17  conf  0.5162
14  r  25 15 43 16 18 12 17  conf  0.5209
43  r  14 25 15 16 18 12  conf  0.5387
25  r  14 15 43 16 18 12  conf  0.5162
14  r  25 15 43 16 18 12  conf  0.521
43  r  14 25 15 16 18  conf  0.5388
25  r  14 15 43 16 18  conf  0.5163
14  r  25 15 43 16 18  conf  0.5213
43  r  14 25 15 16  conf  0.5392
25  r  14 15 43 16  conf  0.5167
14  r  25 15 43 16  conf  0.5227
43  r  14 25 15 31 17  conf  0.5073
14  r  25 15 43 31 17  conf  0.5027
43  r  14 25 15 31 12 17  conf  0.507
14  r  25 15 43 31 12 17  conf  0.5017
43  r  14 25 15 31 12  conf  0.507
14  r  25 15 43 31 12  conf  0.5018
43  r  14 25 15 31 18 17  conf  0.5069
14  r  25 15 43 31 18 17  conf  0.5009
43  r  14 25 15 31 18 12 17  conf  0.5068
14  r  25 15 43 31 18 12 17  conf  0.5007
43  r  14 25 15 31 18 12  conf  0.5068
14  r  25 15 43 31 18 12  conf  0.5007
43  r  14 25 15 31 18  conf  0.5069
14  r  25 15 43 31 18  conf  0.5009
43  r  14 25 15 31 16 17  conf  0.5057
43  r  14 25 15 31 16 12 17  conf  0.5055
43  r  14 25 15 31 16 12  conf  0.5055
43  r  14 25 15 31 16 18 17  conf  0.5054
43  r  14 25 15 31 16 18 12 17  conf  0.5053
43  r  14 25 15 31 16 18 12  conf  0.5053
43  r  14 25 15 31 16 18  conf  0.5054
43  r  14 25 15 31 16  conf  0.5058
43  r  14 25 15 31  conf  0.5073
14  r  25 15 43 31  conf  0.5028
43  r  14 25 15  conf  0.5409
25  r  14 15 43  conf  0.5186
14  r  25 15 43  conf  0.5351
27  r  14 25 15 17  conf  0.5409
25  r  14 15 27 17  conf  0.5004
14  r  25 15 27 17  conf  0.5029
27  r  14 25 15 12 17  conf  0.5405
25  r  14 15 27 12 17  conf  0.5001
14  r  25 15 27 12 17  conf  0.5017
27  r  14 25 15 12  conf  0.5405
25  r  14 15 27 12  conf  0.5001
14  r  25 15 27 12  conf  0.5018
27  r  14 25 15 18 17  conf  0.5404
14  r  25 15 27 18 17  conf  0.5008
27  r  14 25 15 18 12 17  conf  0.5403
14  r  25 15 27 18 12 17  conf  0.5006
27  r  14 25 15 18 12  conf  0.5403
14  r  25 15 27 18 12  conf  0.5007
27  r  14 25 15 18  conf  0.5404
25  r  14 15 27 18  conf  0.5
14  r  25 15 27 18  conf  0.5009
27  r  14 25 15 16 17  conf  0.5392
27  r  14 25 15 16 12 17  conf  0.5389
27  r  14 25 15 16 12  conf  0.5389
27  r  14 25 15 16 18 17  conf  0.5388
27  r  14 25 15 16 18 12 17  conf  0.5387
27  r  14 25 15 16 18 12  conf  0.5387
27  r  14 25 15 16 18  conf  0.5388
27  r  14 25 15 16  conf  0.5392
27  r  14 25 15 31 17  conf  0.5073
27  r  14 25 15 31 12 17  conf  0.507
27  r  14 25 15 31 12  conf  0.507
27  r  14 25 15 31 18 17  conf  0.5069
27  r  14 25 15 31 18 12 17  conf  0.5068
27  r  14 25 15 31 18 12  conf  0.5068
27  r  14 25 15 31 18  conf  0.5069
27  r  14 25 15 31 16 17  conf  0.5057
27  r  14 25 15 31 16 12 17  conf  0.5055
27  r  14 25 15 31 16 12  conf  0.5055
27  r  14 25 15 31 16 18 17  conf  0.5054
27  r  14 25 15 31 16 18 12 17  conf  0.5053
27  r  14 25 15 31 16 18 12  conf  0.5053
27  r  14 25 15 31 16 18  conf  0.5054
27  r  14 25 15 31 16  conf  0.5058
27  r  14 25 15 31  conf  0.5073
27  r  14 25 15  conf  0.5409
25  r  14 15 27  conf  0.5004
14  r  25 15 27  conf  0.5029
24  r  14 25 15 17  conf  0.5409
14  r  25 15 24 17  conf  0.5004
24  r  14 25 15 12 17  conf  0.5405
24  r  14 25 15 12  conf  0.5405
24  r  14 25 15 18 17  conf  0.5404
24  r  14 25 15 18 12 17  conf  0.5403
24  r  14 25 15 18 12  conf  0.5403
24  r  14 25 15 18  conf  0.5404
24  r  14 25 15 16 17  conf  0.5392
24  r  14 25 15 16 12 17  conf  0.5389
24  r  14 25 15 16 12  conf  0.5389
24  r  14 25 15 16 18 17  conf  0.5388
24  r  14 25 15 16 18 12 17  conf  0.5387
24  r  14 25 15 16 18 12  conf  0.5387
24  r  14 25 15 16 18  conf  0.5388
24  r  14 25 15 16  conf  0.5392
24  r  14 25 15 31 17  conf  0.5073
24  r  14 25 15 31 12 17  conf  0.507
24  r  14 25 15 31 12  conf  0.507
24  r  14 25 15 31 18 17  conf  0.5069
24  r  14 25 15 31 18 12 17  conf  0.5068
24  r  14 25 15 31 18 12  conf  0.5068
24  r  14 25 15 31 18  conf  0.5069
24  r  14 25 15 31 16 17  conf  0.5057
24  r  14 25 15 31 16 12 17  conf  0.5055
24  r  14 25 15 31 16 12  conf  0.5055
24  r  14 25 15 31 16 18 17  conf  0.5054
24  r  14 25 15 31 16 18 12 17  conf  0.5053
24  r  14 25 15 31 16 18 12  conf  0.5053
24  r  14 25 15 31 16 18  conf  0.5054
24  r  14 25 15 31 16  conf  0.5058
24  r  14 25 15 31  conf  0.5073
24  r  14 25 15  conf  0.5409
14  r  25 15 24  conf  0.5005
15  r  14 25  conf  0.5563
25  r  14 15  conf  0.5989
14  r  25 15  conf  0.6155
28  r  14 25 17  conf  0.5563
25  r  14 28 17  conf  0.5114
28  r  14 25 12 17  conf  0.5559
25  r  14 28 12 17  conf  0.5111
28  r  14 25 12  conf  0.5559
25  r  14 28 12  conf  0.5111
28  r  14 25 18 17  conf  0.5558
25  r  14 28 18 17  conf  0.5109
28  r  14 25 18 12 17  conf  0.5557
25  r  14 28 18 12 17  conf  0.5108
28  r  14 25 18 12  conf  0.5557
25  r  14 28 18 12  conf  0.5108
28  r  14 25 18  conf  0.5558
25  r  14 28 18  conf  0.511
28  r  14 25 16 17  conf  0.5546
25  r  14 28 16 17  conf  0.5084
28  r  14 25 16 12 17  conf  0.5542
25  r  14 28 16 12 17  conf  0.5081
28  r  14 25 16 12  conf  0.5542
25  r  14 28 16 12  conf  0.5081
28  r  14 25 16 18 17  conf  0.5541
25  r  14 28 16 18 17  conf  0.5079
28  r  14 25 16 18 12 17  conf  0.554
25  r  14 28 16 18 12 17  conf  0.5078
28  r  14 25 16 18 12  conf  0.554
25  r  14 28 16 18 12  conf  0.5078
28  r  14 25 16 18  conf  0.5542
25  r  14 28 16 18  conf  0.5079
28  r  14 25 16  conf  0.5546
25  r  14 28 16  conf  0.5084
28  r  14 25 31 17  conf  0.5224
28  r  14 25 31 12 17  conf  0.522
28  r  14 25 31 12  conf  0.522
28  r  14 25 31 18 17  conf  0.522
28  r  14 25 31 18 12 17  conf  0.5218
28  r  14 25 31 18 12  conf  0.5218
28  r  14 25 31 18  conf  0.522
28  r  14 25 31 16 17  conf  0.5207
28  r  14 25 31 16 12 17  conf  0.5204
28  r  14 25 31 16 12  conf  0.5205
28  r  14 25 31 16 18 17  conf  0.5204
28  r  14 25 31 16 18 12 17  conf  0.5203
28  r  14 25 31 16 18 12  conf  0.5203
28  r  14 25 31 16 18  conf  0.5204
28  r  14 25 31 16  conf  0.5208
28  r  14 25 31  conf  0.5224
28  r  14 25 15 17  conf  0.5409
14  r  25 28 15 17  conf  0.5069
28  r  14 25 15 12 17  conf  0.5405
14  r  25 28 15 12 17  conf  0.5058
28  r  14 25 15 12  conf  0.5405
14  r  25 28 15 12  conf  0.5059
28  r  14 25 15 18 17  conf  0.5404
14  r  25 28 15 18 17  conf  0.5046
28  r  14 25 15 18 12 17  conf  0.5403
14  r  25 28 15 18 12 17  conf  0.5044
28  r  14 25 15 18 12  conf  0.5403
14  r  25 28 15 18 12  conf  0.5044
28  r  14 25 15 18  conf  0.5404
14  r  25 28 15 18  conf  0.5046
28  r  14 25 15 16 17  conf  0.5392
28  r  14 25 15 16 12 17  conf  0.5389
28  r  14 25 15 16 12  conf  0.5389
28  r  14 25 15 16 18 17  conf  0.5388
28  r  14 25 15 16 18 12 17  conf  0.5387
28  r  14 25 15 16 18 12  conf  0.5387
28  r  14 25 15 16 18  conf  0.5388
28  r  14 25 15 16  conf  0.5392
28  r  14 25 15 31 17  conf  0.5073
28  r  14 25 15 31 12 17  conf  0.507
28  r  14 25 15 31 12  conf  0.507
28  r  14 25 15 31 18 17  conf  0.5069
28  r  14 25 15 31 18 12 17  conf  0.5068
28  r  14 25 15 31 18 12  conf  0.5068
28  r  14 25 15 31 18  conf  0.5069
28  r  14 25 15 31 16 17  conf  0.5057
28  r  14 25 15 31 16 12 17  conf  0.5055
28  r  14 25 15 31 16 12  conf  0.5055
28  r  14 25 15 31 16 18 17  conf  0.5054
28  r  14 25 15 31 16 18 12 17  conf  0.5053
28  r  14 25 15 31 16 18 12  conf  0.5053
28  r  14 25 15 31 16 18  conf  0.5054
28  r  14 25 15 31 16  conf  0.5058
28  r  14 25 15 31  conf  0.5073
28  r  14 25 15  conf  0.5409
14  r  25 28 15  conf  0.5069
28  r  14 25  conf  0.5563
25  r  14 28  conf  0.5115
25  r  14  conf  0.6334
59  r  14 43 31 17  conf  0.5164
59  r  14 43 31 12 17  conf  0.5161
59  r  14 43 31 12  conf  0.5161
59  r  14 43 31 18 17  conf  0.5159
59  r  14 43 31 18 12 17  conf  0.5158
59  r  14 43 31 18 12  conf  0.5158
59  r  14 43 31 18  conf  0.5159
59  r  14 43 31 16 17  conf  0.514
59  r  14 43 31 16 12 17  conf  0.5137
59  r  14 43 31 16 12  conf  0.5137
59  r  14 43 31 16 18 17  conf  0.5136
59  r  14 43 31 16 18 12 17  conf  0.5134
59  r  14 43 31 16 18 12  conf  0.5135
59  r  14 43 31 16 18  conf  0.5136
59  r  14 43 31 16  conf  0.514
59  r  14 43 31  conf  0.5164
8  r  14 24 17  conf  0.5131
8  r  14 24 12 17  conf  0.5127
8  r  14 24 12  conf  0.5127
8  r  14 24 18 17  conf  0.5126
8  r  14 24 18 12 17  conf  0.5124
8  r  14 24 18 12  conf  0.5124
8  r  14 24 18  conf  0.5126
8  r  14 24 16 17  conf  0.5102
8  r  14 24 16 12 17  conf  0.5099
8  r  14 24 16 12  conf  0.5099
8  r  14 24 16 18 17  conf  0.5097
8  r  14 24 16 18 12 17  conf  0.5096
8  r  14 24 16 18 12  conf  0.5096
8  r  14 24 16 18  conf  0.5098
8  r  14 24 16  conf  0.5102
8  r  14 24  conf  0.5131
17  r  38  conf  0.6192
17  r  38 12  conf  0.6182
12  r  38 17  conf  0.6191
12  r  38  conf  0.6192
17  r  38 18  conf  0.6173
18  r  38 17  conf  0.6191
17  r  38 18 12  conf  0.617
12  r  38 18 17  conf  0.6172
18  r  38 12 17  conf  0.6182
12  r  38 18  conf  0.6173
18  r  38 12  conf  0.6182
18  r  38  conf  0.6192
17  r  38 16  conf  0.6049
16  r  38 17  conf  0.6191
17  r  38 16 12  conf  0.6045
12  r  38 16 17  conf  0.6048
16  r  38 12 17  conf  0.6182
12  r  38 16  conf  0.6049
16  r  38 12  conf  0.6182
17  r  38 16 18  conf  0.6035
18  r  38 16 17  conf  0.6048
16  r  38 18 17  conf  0.6172
17  r  38 16 18 12  conf  0.6033
12  r  38 16 18 17  conf  0.6035
18  r  38 16 12 17  conf  0.6044
16  r  38 18 12 17  conf  0.617
12  r  38 16 18  conf  0.6035
18  r  38 16 12  conf  0.6045
16  r  38 18 12  conf  0.617
18  r  38 16  conf  0.6049
16  r  38 18  conf  0.6173
16  r  38  conf  0.6192
17  r  38 31  conf  0.5841
31  r  38 17  conf  0.6191
17  r  38 31 12  conf  0.5833
12  r  38 31 17  conf  0.5841
31  r  38 12 17  conf  0.6182
12  r  38 31  conf  0.5841
31  r  38 12  conf  0.6182
17  r  38 31 18  conf  0.5825
18  r  38 31 17  conf  0.5841
31  r  38 18 17  conf  0.6172
17  r  38 31 18 12  conf  0.5823
12  r  38 31 18 17  conf  0.5825
18  r  38 31 12 17  conf  0.5832
31  r  38 18 12 17  conf  0.617
12  r  38 31 18  conf  0.5825
18  r  38 31 12  conf  0.5833
31  r  38 18 12  conf  0.617
18  r  38 31  conf  0.5841
31  r  38 18  conf  0.6173
17  r  38 31 16  conf  0.573
16  r  38 31 17  conf  0.5841
31  r  38 16 17  conf  0.6048
17  r  38 31 16 12  conf  0.5727
12  r  38 31 16 17  conf  0.573
16  r  38 31 12 17  conf  0.5832
31  r  38 16 12 17  conf  0.6044
12  r  38 31 16  conf  0.573
16  r  38 31 12  conf  0.5833
31  r  38 16 12  conf  0.6045
17  r  38 31 16 18  conf  0.5719
18  r  38 31 16 17  conf  0.573
16  r  38 31 18 17  conf  0.5825
31  r  38 16 18 17  conf  0.6035
17  r  38 31 16 18 12  conf  0.5717
12  r  38 31 16 18 17  conf  0.5719
18  r  38 31 16 12 17  conf  0.5727
16  r  38 31 18 12 17  conf  0.5822
31  r  38 16 18 12 17  conf  0.6032
12  r  38 31 16 18  conf  0.5719
18  r  38 31 16 12  conf  0.5727
16  r  38 31 18 12  conf  0.5823
31  r  38 16 18 12  conf  0.6033
18  r  38 31 16  conf  0.573
16  r  38 31 18  conf  0.5825
31  r  38 16 18  conf  0.6035
16  r  38 31  conf  0.5841
31  r  38 16  conf  0.6049
31  r  38  conf  0.6192
17  r  38 21  conf  0.5553
21  r  38 17  conf  0.6191
17  r  38 21 12  conf  0.5545
12  r  38 21 17  conf  0.5553
21  r  38 12 17  conf  0.6182
12  r  38 21  conf  0.5553
21  r  38 12  conf  0.6182
17  r  38 21 18  conf  0.5536
18  r  38 21 17  conf  0.5553
21  r  38 18 17  conf  0.6172
17  r  38 21 18 12  conf  0.5534
12  r  38 21 18 17  conf  0.5536
18  r  38 21 12 17  conf  0.5544
21  r  38 18 12 17  conf  0.617
12  r  38 21 18  conf  0.5536
18  r  38 21 12  conf  0.5545
21  r  38 18 12  conf  0.617
18  r  38 21  conf  0.5553
21  r  38 18  conf  0.6173
17  r  38 21 16  conf  0.5421
16  r  38 21 17  conf  0.5553
21  r  38 16 17  conf  0.6048
17  r  38 21 16 12  conf  0.5417
12  r  38 21 16 17  conf  0.542
16  r  38 21 12 17  conf  0.5544
21  r  38 16 12 17  conf  0.6044
12  r  38 21 16  conf  0.5421
16  r  38 21 12  conf  0.5545
21  r  38 16 12  conf  0.6045
17  r  38 21 16 18  conf  0.5409
18  r  38 21 16 17  conf  0.542
16  r  38 21 18 17  conf  0.5536
21  r  38 16 18 17  conf  0.6035
17  r  38 21 16 18 12  conf  0.5406
12  r  38 21 16 18 17  conf  0.5408
18  r  38 21 16 12 17  conf  0.5417
16  r  38 21 18 12 17  conf  0.5533
21  r  38 16 18 12 17  conf  0.6032
12  r  38 21 16 18  conf  0.5409
18  r  38 21 16 12  conf  0.5417
16  r  38 21 18 12  conf  0.5534
21  r  38 16 18 12  conf  0.6033
18  r  38 21 16  conf  0.5421
16  r  38 21 18  conf  0.5536
21  r  38 16 18  conf  0.6035
16  r  38 21  conf  0.5553
21  r  38 16  conf  0.6049
17  r  38 21 31  conf  0.526
31  r  38 21 17  conf  0.5553
21  r  38 31 17  conf  0.5841
17  r  38 21 31 12  conf  0.5253
12  r  38 21 31 17  conf  0.526
31  r  38 21 12 17  conf  0.5544
21  r  38 31 12 17  conf  0.5832
12  r  38 21 31  conf  0.526
31  r  38 21 12  conf  0.5545
21  r  38 31 12  conf  0.5833
17  r  38 21 31 18  conf  0.5245
18  r  38 21 31 17  conf  0.526
31  r  38 21 18 17  conf  0.5536
21  r  38 31 18 17  conf  0.5825
17  r  38 21 31 18 12  conf  0.5243
12  r  38 21 31 18 17  conf  0.5245
18  r  38 21 31 12 17  conf  0.5252
31  r  38 21 18 12 17  conf  0.5533
21  r  38 31 18 12 17  conf  0.5822
12  r  38 21 31 18  conf  0.5245
18  r  38 21 31 12  conf  0.5253
31  r  38 21 18 12  conf  0.5534
21  r  38 31 18 12  conf  0.5823
18  r  38 21 31  conf  0.526
31  r  38 21 18  conf  0.5536
21  r  38 31 18  conf  0.5825
17  r  38 21 31 16  conf  0.5156
16  r  38 21 31 17  conf  0.526
31  r  38 21 16 17  conf  0.542
21  r  38 31 16 17  conf  0.573
17  r  38 21 31 16 12  conf  0.5153
12  r  38 21 31 16 17  conf  0.5156
16  r  38 21 31 12 17  conf  0.5252
31  r  38 21 16 12 17  conf  0.5417
21  r  38 31 16 12 17  conf  0.5727
12  r  38 21 31 16  conf  0.5156
16  r  38 21 31 12  conf  0.5253
31  r  38 21 16 12  conf  0.5417
21  r  38 31 16 12  conf  0.5727
17  r  38 21 31 16 18  conf  0.5146
18  r  38 21 31 16 17  conf  0.5156
16  r  38 21 31 18 17  conf  0.5245
31  r  38 21 16 18 17  conf  0.5408
21  r  38 31 16 18 17  conf  0.5719
17  r  38 21 31 16 18 12  conf  0.5144
12  r  38 21 31 16 18 17  conf  0.5146
18  r  38 21 31 16 12 17  conf  0.5153
16  r  38 21 31 18 12 17  conf  0.5243
31  r  38 21 16 18 12 17  conf  0.5406
